review,sentiment
"Having read the other comment about this superb piece of TV drama I felt compelled to balance things a little. If you like you murders, to be signature and serial, and your cops to be British, and shout a lot, and the gore to be bloody and have a religious slant then this hits every button. Not quite enough 'gov'ing to put the shouting into the Sweeney's rarefied heights, but otherwise highly rated. Ken Stott is excellent as the 'cop on the edge' and the guest stars are also well cast, including Edward Woodward and Art Malik. Recommended. (In response to the earlier comments, although I accept that 'Red' would not 'normally' drive away from a hit and run, he had just witnessed his brother arrested for murder, and I am fairly sure he does not see the boy move.)",positive
"I began watching a replay of this TV movie on a Sunday afternoon, thinking it was just another dumb airplane disaster flick. I was wrong.<br /><br />""Pandora's Clock"" is an intelligent political thriller that is far beyond the quality of most TV movies. It could just as easily have made its debut on the big screen.<br /><br />The cast is excellent, including veteran actors Richard Dean Anderson, Edward Herrmann, Robert Guillaume, and Robert Loggia. Daphne Zuniga turns in one of her best performances as a medical specialist working for the CIA, and Frasier's Jane Leeves is also very good. <br /><br />The dialogue is well-written and the story is compelling throughout. In fact, the final hour is so filled with plot twists and suspense that you can't leave your seat for a second. If you get a chance to see this movie, invest the time -- nearly four hours. You will be richly rewarded!",positive
"Firstly let me say that I didn't like the fact that The Rock won the title that is so gay. Next I feel Regal should have got back his European title, Jeff Hardy is a crappy champ. Rob Van Dam had the Intercontinental title too long already Brock should have won it. I am pleased with Storm and Christian being tag champs, best match was the Booker T and Big Show match in my opinion.",positive
"I heard about this film and knew it wasn't real good. But I started watching the film (on my film-channel)and was interested. This could be a really great, darkly black satire on todays morals in media. The small featurettes on every contestent were good. It build up to something I wouldn't wanna miss. But when the so called show starts everything becomes implausible, cheap and rather silly. Here's where the writer should have added something that would make people think. But instead it's wrapped up and assuming people are this dumb.<br /><br />The ending is so bad I give it a 1. Even if the film starts of promising.",negative
"If you want Scream or anything like the big-studio horror product that we get forced on us these days don't bother. This well-written film kept me up thinking about all it had to say. Importance of myth in our lives to make it make sense, how children interpret the world (and the violence in it), our ransacking of the environment and ignorance of its history and legends.. all here, but not flatly on the surface. You could technically call it a ""monster movie"" even though the Wendigo does not take physical form until the end, and then it's even up to you and your beliefs as to what's happening with the legendary spirit/beast. Some standard thriller elements for those looking just for the basics and the film never bores, though in fact the less you see of the creature, the better. Fessenden successfully continues George Romero's tradition of using the genre as parable and as a discussion forum while still keeping us creeped out.",positive
"Why did the histories of Mary and Rhoda have to be so dour? Divorced women with indifferent daughters. And why very little reference to the original show and characters? The daughter characters were silly and uninteresting. Why can't there ever be daughters who like their mother's on TV? It makes sense that Mary would leave Minneapolis, and Rhoda would return to NYC, but why couldn't Phyllis or Sue Ann Nivens be guest stars? It just seems a pitiful way to remember such wonderful characters. It was good to see Mary and Rhoda together of course, but it could have been better, much better. Well, there has been a Mary Tyler Moore Show Reunion, a Dick Van Dyke Show Reunion, hopefully Mary will do better next time if she revisits her old Mary Richards stomping grounds again.",negative
"This is the best film the Derek couple has ever made and if you think this is a recommendation then you haven't seen any of the others. There are the usual ingredients: it is just as poorly acted as their other efforts, we can watch Bo disrobing or auditioning for wet T-shirt contests quite frequently, the story is just laughably idiotic, and the film takes itself much too seriously. And then: Orang Utans in Africa?<br /><br />But it has a few things going for it. Bo looks great, the production values (sets, costumes, etc.) are quite good, and this greatly enhances its camp value. In a strange way it is actually quite funny, simply because it tries to be serious and fails so badly.",negative
"""Nicodemus"" is almost a copy of ""Red"" in the odd behavior sense, but this episode focuses on other people in Clark Kent's unpredictable life. When a poisonous flower finds it's way into Smallville Jonathan Kent is the first to be effected by it. the flower causes people to reverse their behavior and when it effects Jonathan, he becomes short tempered and violent, however Clark manages to stop him from doing anything rash until his father finally passes out. okay. so far, so good. next up is Lana. the Episode was good up to that point, for the flower causes her to attempt seducing Clark. at the last moment, he refuses her but the damage has already been done. this episode causes the wrong impressions and isn't suitable for people under the age of twenty, due to it's adult content. the first part was good, the last part (focusing on the effect the flower has on Pete) was good, but the middle that was all about Lana's alternate personality, was most defiantly not, and that ruined what could have been a brilliant Episode. I give this Episode two.",negative
"Lady in Cement - PI spoof with ole Blue Eyes.Frank Sinatra is a shamus on a houseboat in Miami in this rarely funny ""comedy"".Burdened by an annoying and repetitious Hugo Montenegro score and bunch of misfiring punchlines this 1968 flick just never rises above slightly too bawdy to be on TV made for television movie status.Dan Blocker is effective in the Mike Mazurski/Ted De Corsia big galoot role and Raquel Welch should thank her personal trainer.The only thing that makes the DVD worth keeping or seeing is the collection of cheesy trailers for Welch flicks like Bandolero,Fantastic Voyage , Mother ,Jugs & Speed and Myra Breckinridge.Even if you get the DVD-skip the predictable movie and go for the trailer library in the special features.Besides tons of mysoginistic asides-Sinatra lisps @ the homosexual owners of the local Go-Go bar.A relic that needs to be put back in the time capsule. D",negative
"To call ""Rocketship X-M"" a science fiction classic is due more to its release date (1950), its savvy ability to capitalize on the publicity for ""Destination Moon"", and the appearance of actors who would later star in television as Sea Hunt's Mike Nelson, Rockford's dad and Wyatt Earp.<br /><br />The movie itself is bad enough to be good fodder for MST3K and is best viewed with commentary from Joel and the robots. This is the type of movie best suited to added riffing from the MST3K characters; something preachy, slow-paced, poorly scripted, and full of painfully bad acting. While unintentionally funny stuff like ""Plan 9 From Outer Space"" don't lend themselves to satirical commentary (because the movie constantly upstages the hosts), really bad and dull movies like ""Rocketship X-M"" are ideal. So add some stars to the rating if you are watching the MST3K version.<br /><br />The basic story has the crew taking an unplanned right turn at the moon and ending up on Mars. What they find on that planet are the remnants of a human-like civilization devastated by an atomic war. Only one Martian is shown in close-up, a normal looking woman who is blind or at least has no pupils in her eyes. The men look like the ""goons"" in the old Popeye cartoons, they scamper agilely around the cliffs and throw boulders at the crew with amazing accuracy-especially if they are supposed to be blind. Of course none of this is ever explained as doing so would require some sign of logical analysis from the writers of the screenplay.<br /><br />The scenes on Mars are presented in something called ""Sepia Color"" to distinguish them from the rest of the B&W movie. If this has you thinking ""Wizard of Oz"" you will be disappointed because it is just black and white stuff with a slight brown tint added to the print in post-production.<br /><br />In keeping with the moronic sexism of the movie, the icy female scientist screws up her fuel calculations-both coming and going. Her failure to measure up to the men causes her feminine side to surface and she and Mike Nelson coo sweetly to each other as they face their doom (insert sound of gagging here).<br /><br />The real stars of the movie are the reporters at the command center. So much so that MST3K was inspired to specially salute these unheralded heroes. The intrepid squad of ""newsies"" are featured for the first 10 minutes of the movie, then take stations about 12 inches behind the technicians and monitoring equipment in the command center. Later they are called upon to ask the moronic questions needed by the mission director to expound on the movie's already too obvious message.<br /><br />The DVD has an extremely low audio level, is not captioned, and is accompanied by a trailer. Although you will be thankful that it is only 77 minutes, it is still about 60 minutes too long as any 30 minute episode of ""The Twilight Zone"" has several times more content than this entire movie.<br /><br />Then again, what do I know? I'm only a child.",negative
"I wanted to dog this movie, but somehow I can't find it in myself to do that.<br /><br />Exhibiting a duality of fighting styles, it's Li vs. Li in a somewhat decent battle for supremacy.<br /><br />This is one of those movies where the story carries the performances. Li's acting is extremely amateurish, hesitant, and stiff for most of this movie...right up to the very end. At first I tricked myself into believing he was just doing that for one of his two characters. You know, to show a difference in personalities. But it appeared to be inexperience or a lack of talent. It did get a bit better, more relaxed, toward the end. But that wasn't enough to save his performance. Jet Li's acting does improve as his career moves forward. I don't hate his acting. I just hated him in this.<br /><br />I also have to say that the effects were very ""B"" class effects. What effects there are.<br /><br />The story itself had great potential. It was uniquely creative, daring, and fresh. Unfortunately, either the budget was not ample enough to accommodate better lighting, effects, film quality, and some acting lessons, or the director just did not care enough to bother with these little details. He also did not bother with the SCIENCE in the science-fiction. A fact which was a great detractor to this film.<br /><br />The fight sequences were a bit one sided, as he seemed to give more to one character and little to the other. But all in all the story line made for a very enjoyable attempt.<br /><br />As enjoyable as this was, I couldn't help but think, all the way through, that this was just one of those movies that you can't help but watch it for what it SHOULD'VE been, rather than what it is.<br /><br />It rates a 6.0/10 on the ""B"" scale.<br /><br />That's a 4.2/10 (on the ""A"" scale) for having a good plot, from...<br /><br />the Fiend :.",negative
"After reading more than my fair share of reviews for a vast number of different movies I have noticed a certain trend, people judge to harshly on what the expected to see. I figure if you go into a movie open-minded not expecting anything certain than you will have better feelings towards it then if you try and watch but have pre-created standards you want it to reach.<br /><br />Since I try not to be hypocritical I watched this movie with a very clean slate and open-mind, and was very much pleased. Since it is not a mainstream title or award winning for that matter I did not know quite what to expect, but in all truth I enjoyed it a good deal more than Ninja Scroll. Lovely animation, deep story, and the always joyful ninja hack-n-slashing combined extremely well to one of my personal favorite animes ever made.<br /><br />I am not promising that you will enjoy it, but just give it a chance and you may come out with a pleasant surprise.<br /><br />- ""Before speaking, be sure of what you will say will be more beautiful than the silence"" - Chinese proverb",positive
"An hulking alien beastie crash-lands on Earth and soon wrecks havoc upon the populace first using his laser ray gun to dissolve into dust almost every human he catches sight off (that is when his aim isn't terribly off) and later his bare claws with which he likes to rip out and eat human spleen! <br /><br />All in all, it's pretty silly stuff. I do have to give it some points for being somewhat fun at times. I actually enjoyed the mindless ray gun battle at the beginning and some of the later over the top gore effects. However it doesn't help when the monster provides the movie's only truly entertaining moments and he isn't on screen for a large portion of the film's running time. The acting throughout this is just plain awful and amateurish and our lead hero Sheriff Cinder is much too unattractive to be bagging the film's hottest chick. I also have to take off points for blatantly copying THE THING FROM ANOTHER WORLD (1951) on several occasions. When the monster isn't on a rampage, NIGHTBEAST is far too dull and eventually his attacks become so repetitive and predictable even they become less fun. Watch this one back to back with the 1951 THING and see the difference characterization, attention to plot and detail and creating suspense makes to a monster on the loose movie.",negative
"***POSSIBLE SPOILERS BELOW*** <br /><br />What a long and mostly uninteresting movie! Who were these characters? Why didn't I care about them? If I'm going to watch a movie for two hours, I'd like to care about somebody or something. <br /><br />We know that Salvatore dreamed of the riches to be found in the new world. Beyond that, though, we learned little about most of his family's hopes, fears, etc., as they embarked on an adventure into the unknown.<br /><br />And why was Lucy even in this movie? She said little; we knew little about her or what she was doing (was she forced to service men in exchange for being allowed to board the ship?) or what her plans were upon reaching New York. To those who might suggest that she was needed to underscore the point that a single woman, however cultured, could not get into this country alone, I say that that fact is not enough justification to give her so much screen time. That point could have been made in five minutes, with Lucy as a momentary character.<br /><br />More questions: Why wasn't the twin brother at the boat to meet the family? We heard about the brother, and some closure on that point would have been helpful in giving the movie some cohesiveness. Also, how long was the journey from Italy to New York? Given the conditions on the ship, it makes a difference to the viewer if the voyage took five or 10 or 50 days. (Someone said something about seeing land a ""week"" at one point, but I think that was when they were already en route.) I needed these types of details to better appreciate what they were going through.<br /><br />The only scene I really liked was when the boat, filled with passengers, left the dock. <br /><br />If you choose to rent this movie, do so with remote in hand; you may want the Fast Forward button handy.<br /><br />Finally, may I suggest that, with the right voice-over providing helpful information about the times and the circumstances for immigrants--particularly during the slow stretches of endless shots of the countryside, people walking, etc.--this movie might have made an interesting public TV documentary.",negative
"Finally got to see this movie last weekend. What a disappointment..it barely reaches ""made for TV"" level. Given the list of actors, I would have expected something substantially more sophisticated. The movie lacks a good story, well, actually any story for that matter. It has no credibility, instead lots of predictability. Save yourself the money and the time.",negative
"Watching John Cassavetes debut film is a strange experience, even if you've seen improvisational films before.<br /><br />The first thing you notice is it's roughness. Right off, it's obvious some of the characters are screwing up their lines. But then you step back from the situation, as you sink deeper into these people's intimate exchanges and you ask yourself: ""Do I ever stumble over MY words?"" The answer of course, is sure, we all do. It's unfortunate that most of the gaffes in this respect come early in the picture, because, by about twenty minutes, you've sunk so deep in you wouldn't know it if a bomb went off behind you.<br /><br />The next thing you notice...or maybe you notice it hours or days after the film ends, is that you never saw any substantial plot, yet the themes and the poetry of the dialog and characters never leave you. In fact, the treatment of the role race plays in the everyday lives of these characters is always there, but it's so ephemeral that even they aren't aware of how it's informing their opinions of themselves, their self-consciousness, their perceived status, or the fate of their relationships.<br /><br />The title is appropriate because you get a full spectrum of blacks, whites, and grays...and not just in the skin pigmentation of the characters. Leila Goldoni (truly remarkable here) is an afro-American/Caucasian, her two brothers are white and dark afro-American. The irony is that they exist in what is undoubtedly the ""hippest"" most tolerant atmosphere of the time...beat-driven upper east-west Manhatten...and there are still conflicts within and around themselves.<br /><br />I don't think I've ever seen a movie with such a subtle delivery or technique. It's a lot like absorbing a really great piece of gallery art and then just nodding off in bliss as you think back to the images it evoked days later.<br /><br />Great mastering and extras on the Criterion disc. Arguably the first truly experimental independent film ever made.",positive
"JP3 lacks the Spielberg touch. It's an all-out assault on the senses featuring ""in your face"" dinosaurs. Watching this film was a bit like a roller coaster ride from hell. <br /><br />The script is lame; it simultaneously asks and then leaves too many questions unanswered. Also, we don't really get to appreciate the humans in the film for all they're worth. For example, William H. Macy is too great a talent to have to compete with dino-thugs for our attention. And Laura Dern was especially sympathetic in JP1; in this film, she's barely a blip on the radar screen.<br /><br />The whole JP3 experience was t o o m u c h. Too much noise, too many surprises, too many characters dying off, too much predictable, gratuitous violence. <br /><br />Word to the wise: vote yourself off this island.<br /><br />(I rated it a 3 for special effects; I took off the other 7 points for having absolutely no originality.)",negative
"I was surprised when I saw this film. I'd heard it was the best ever filmed of the novel. How disappointed I was.<br /><br />How any true Jane Austen fan can rate this adaptation is a mystery to my eyes. The scriptwriters have decided to stick in bits of ridiculous humour which are embarrassing at the best of times, but also ruin the feel of the period. As for the cast: Gwyneth Paltrow makes a rather shallow heroine (but then any 'hot' American star would be questionable in the role), Toni Collette is miscast, and poor Ewan McGregor is made to look laughable!<br /><br />I really could not say a good thing about this film. I seem to be among the very few who don't rate it, but if you want my advice, see instead the TV production starring Kate Beckinsale - believe me, that is far preferable to this superficial trash.",negative
"Nell Shipman attempted a plot to lead up to a chase finale in 'Back to God's Country' of the previous year, and she failed miserably. This time, she does better, although it seems pointless. 'Something New' hardly has a plot lying outside of the chase. There's a brief premise, which sets up the hero (co-author and Shipman's boyfriend) to have to save the girl (played by Shipman), then it's nothing but an exciting, implausible chase from there. Of course, it plays out like an hour-long advertisement for a Maxwell Sedan, but the entire movie is congruously ridiculous. It doesn't seem that she learned much from the last-minute rescue films of D.W. Griffith or its parodies by Mack Sennett and other comedians, which she's imitating.<br /><br />One point of interest is that Shipman writes and directs herself into the film as the writer of the film's story, which has as its protagonist a writer (Shipman again), although she doesn't do much else clever or humorous with it, even though she attempts to. Again, others had pioneered the writer's joke in the intertitles, like Anita Loos with 'Wild and Woolly' or Frances Marion with 'A Girl's Folly' (both 1917). At least, Shipman gives the impression that she doesn't take herself or the film seriously--and neither do I. 'Something New,' despite its claim, is hackneyed.",negative
"Guilt and redemption are two of the staple emotions and plot elements of the heavy, powerful dramas that the Oscars love so much (which is kind of funny since ""The Kite Runner"" was only nominated for Best Original Score-the lack of nominations was perhaps unjust). While most film adaptations of books (or any other means) are usually inferior to their literary counterparts (and ""The Kite Runner"" is NOT an exception), Marc Forster's film adaptation is a good one.<br /><br />Most people are familiar with the story, the book having been read by millions, so I won't go into the plot except to say that the book stays pretty faithful to its source. That being said, if you don't know the plot, see the movie, or better yet, read the book.<br /><br />The best thing ""The Kite Runner"" has going for it (other than its story) is director Marc Forster. Forster is a director with epic scope and unique vision that is perfectly utilized in bringing Khaled Hosseini's book to the screen. A small part of me worried that he would use the same dreamy images that were included in one of Forster's earlier features, ""Finding Neverland."" Don't get me wrong, ""Finding Neverland"" is a wonderful film, one of my favorites actually, but the visual trickery he used in there doesn't have a place here. Fortunately, Forster understands that, and the brilliance of his direction shows his versatility. Though the lack of a Best Director nomination for his work here is not exactly a travesty, I see a number of statuettes in store for him down the road.<br /><br />Also of note is the screenplay adaptation. It remains faithful to the source, but it leaves room for Forster's vision to interpret the material. The dialogue is not dumbed down, and it. along with Forster's direction, moves at a solid pace. Like Forster, the lack of recognition at awards time for the screenplay was not an outrage, but I wouldn't have complained if it was at least nominated.<br /><br />The dividing line here between this film being great and outstanding lies with the acting. Most of the performances are solid, but there are some that don't quite make the cut, and it hurts the film. The most notable weak performance comes from Zekeria Ebrahimi, who plays the young Amir. It's not that it's bad, it's just that it's not as effective as it could be. He just can't translate the guilt that consumes Amir to the audience. In fact, I think I might have been a little lost at this point in the movie at this point had I not read the book because of this. He looks somber, and at times resentful, but we can't feel his emotions. This is a difficult part to portray, and for the most part young Ebrahimi holds his own, which is especially surprising since this is his first film role.<br /><br />The best performances come from Khalid Abdalla, who plays the adult Amir, and Shaun Toub, who plays the wise Rahim Kahn. Abdalla may not be a known name (though he was in Paul Greengrass's ""United 93""), but his work here is amazing. He's a quiet, modest man, and he emotes perfectly when needed to. A lesser-capable actor could have made the character of Rahim Khan into a cliché, but Shaun Toub uses enough subtlety and care in his performance that he creates what the clichés are trying to portray.<br /><br />Forgive me if I go on a rant here, but this is something that I must address, and that is the film's PG-13 rating. The fact that this film received such a low rating is outrageous. There is no justification for it. Some could argue that the rating was bent because of the need for everyone to see it, like the gore in ""Saving Private Ryan,"" which some say should have earned the film an NC-17 rating. But that exception cannot be applied here. The only purpose the scene serves is to tell the story. Forster (probably at the behest of the producers) tried as hard as he could to tame the film's most painful and disturbing scene to allow the film to sneak by with a PG-13 rating, but the subject material is too disturbing to be depicted in any way and get less than an R rating, regardless of if how ""tasteful"" is may be portrayed. Worse, this editing robs the scene of much of its power, and by trying it make it less disturbing to get the lower rating is insulting. Furthermore, some scenes of violence are incredibly disturbing as well. In terms of how much time these scenes take of the movie, it doesn't add to much, but what is there is well deserving of an R rating at the very least. The MPAA, whose system of rating movies has always been corrupt, has sunk to a new low by giving this film such a low rating.<br /><br />But one shouldn't fault the film for this. The film is a solid film that is well-worth seeing, especially if they are fans of the book.",positive
"Fatal Contact: Bird Flu in America: 3 out of 10: This movie is both funny and sad. The funny part is fairly obvious as this certainly isn't a sober look at a possible impending crisis. This is a modern version of The Swarm. And much like those killer bees (and the so called killer bee crisis that prompted them) Bird Flu has joined a pantheon of media inspired end of the world scenarios (SARS, Y2K, Global Warming) that simply refuse to actually come about.<br /><br />The sad part is the blatant attempt of the filmmakers to inspire panic. Disease pandemics historically were fairly common after all people didn't all die in their forties from heart disease. Even recent pandemics such as AIDS mirrors the old fashioned VD crisis (Think syphilis) that used to kill more soldiers than bullets.<br /><br />The flu pandemic of the early twenties was a nasty business killing millions but honestly life went on. I wonder if our over dramatic media and their power hungry government allies would allow life as normal today.<br /><br />The movie itself swerves wildly from fairly competent scenes (Triage in grand Central Station) to the ridiculous (Rednecks try to ambush national guardsman in Manhattan).<br /><br />The scenarios themselves are fairly useless as the filmmakers can't seem to decide exactly how contagious the bird flu is or for that matter whether the symptoms are an Ebola style crash or simply a long illness. Indeed one scene will show everyone in bio-hazard suits and the next will have nobody even wearing a mask.<br /><br />The film also patently refuses to actually give any practical advice regarding what to do in a Bird Flu crisis. (Outside of wash your hands, what no duct tape?) The acting and directing are competent for a TV movie but the script is all over the map. Last the movie has a strangely non-exponential death total running on the bottom of the screen. Just like the Swarm did.",negative
"I give this nonsense a 2 instead of a 1 because there is a worse show called Haunted Homes. But this kid and his buddies conduct their investigations like total idiots. They assume that there are ghosts from the get go and if they ever find rational explanations behind the experiences they have to be drug kicking and screaming into admitting it. But beyond that, the show's whole format is incredibly annoying. Even though a lot of it seems scripted, the college educated kids who make up the the cast can barely speak English but still insist on trying to use ""big"" words they obviously don't understand. And head investigator Ryan's ridiculously self important voiceovers make me just want to throw the TV through the window. (and he looks stoned all the time). In short, this group make the guys from TAPS on Ghost Hunters look like MIT scientists!",negative
"This was one of the worst Wrestlemania's I've seen. It just didn't stand out at all, really. Card wise, I thought it was going to be pretty good, but every match just seemed to fall short.<br /><br />Chris Benoit vs. MVP One of the better matches. Benoit carried it. I just didn't think MVP was that great, but Benoit saved this match. <br /><br />Kane vs. Khali Wow, these two guys don't mix. Or maybe it's Khali and any other person alive don't mix. Awful match.<br /><br />Melina vs. Ashley I'm not a fan of female wrestling.<br /><br />ECW Originals vs. New Breed I was excited about this match, until I saw it. Really, Really disappointing.<br /><br />Edge vs. CM Punk vs. King Booker vs. Jeff Hardy vs. Matt Hardy vs. Mr. Kennedy vs. Finlay vs. Randy Orton Absolutely the worst MITB match so far. Just a major let down, to many people in the ring at the same time. It just didn't live up.<br /><br />Bobby Lashley vs. Umaga O.K. not extremely impressive, but not the worst of the night.<br /><br />Batista vs. Undertaker This was maybe the best match of the night. Very, very, very nice to see something good for a change. <br /><br />John Cena vs. Shawn Michaels I really feel like this match deserved to be last. People make a case for Batista vs. Undertaker, but this match was just as good. I am starting to get sick of seeing Cena win every match though. It's getting a little old. Now, I have to say, I feel this match is the best of the night, but I'm a huge Shawn Michaels fan, so I'm a little biased. Batista vs. 'Taker may have been better, but I'm biased, so...sorry. The last two were undoubtedly the best matches of the night and most everything else really came up short.",negative
"I stumbled on to this site while looking for a video or DVD of the 1959 version Porgy and Bess with Sammy Davis as Sportin' Life. If anyone finds this on a home movie format please let me know. I talk to my daughters all the time about things that they think are new which, actually have already been done. We went to see a live theater of version a couple of years ago and all I could talk about was this film. Sadly my daughters cannot remember seeing Sammy Davis Jr. in any production, although they have heard of him. Needless to say, they're not familiar with the other great actors in the film. It is a major oversight not to have this classic film (because of the cast) on a home movie format for collectors and for future generations. Anyway, in my opinion this version was the best!",positive
"There's a part of me that would like to give this movie a high rating. Considering that it was made in 1953, this is a very courageous movie about transvestites, tackling the issue fairly seriously and sympathetically (and offering the viewer a lot of information on the subject) and trying very hard not to stereotype. The movie clearly makes the point that transvestites are not homosexuals, and that aside from wearing women's clothing they lead a relatively normal life. It deals with the pain of not being accepted in society - the plot revolves around a police officer (Lyle Talbot) desperately trying to understand the issue because of the recent suicide of a transvestite. So, you have to give everyone involved with this movie credit for taking on such a controversial (in the context of 1953) subject.<br /><br />Having said all that, I'm also sorry to say that this movie is absolutely dreadful. In trying to portray Glen/Glenda's (Edward D. Wood) pain, the movie falls into silly (and at times surprisingly - again given the era - sensual) fantasies that make the story very hard to follow. The acting is wooden at best. None of the dialogue comes across as real; the actors look and sound like people reading speeches written by others. And - worst of all - there was no point to having Bela Lugosi in this movie. This was another of the increasingly embarrassing roles this poor man took on in the latter stages of his career. ""Pull the strings; pull the strings,"" poor Lugosi's character (called The Spirit in the credits, but really coming across as more of a mad scientist) kept crying. And nothing he did really seemed to have much connection with the rest of the movie.<br /><br />For artistic merit, the movie doesn't really deserve much more than 1/10. However, for the courage involved in just putting it out, I'll give it a 3/10.",negative
"I saw this movie back in 1984, we first started watching ""This Is Spinal Tap"" and after 5 minutes we were ready to fall asleep. So we went instead to see this movie. If you have any conspiracy theory's going around in your head, you will want to watch this one. <br /><br />The question you have to ask yourself when watching this movie are: Do you think the government would be capable of doing this? (In my opinion there is no doubt that they could) <br /><br />But I don't want to give out too much information as that would be a spoiler and I think that you should view the movie for yourself.<br /><br />But, just to let you know, we still talk about this movie 20 years later and trying to explain it to people is not the easiest thing in the world to do.",positive
"directed by albert pyun in his inimitably awful but strangely hypnotic style, ""crazy six"" is yet another jewel in the crown for this decade's upscale hugo haas (jess franco?). ""Stylish"" overdirection, incoherent plotting, time-outs in the middle of action sequences for eurodisco torch -song performances, all these seem to be signifying traits for our man Pyun. Most interesting is how he always gets top-notch b-movie casts, compared to Wynorski or some of the other video directors. Ice-T, Rob Lowe, Mario Van Peebles, & the very strange Burt Reynolds ain't a bad cast, though they often look a bit confused. Check out ""Postmortem"", ""Mean Guns"", & ""Omega Doom"" for more top-notch Pyun mayhem!",negative
"I saw this Documentary at the Cannes Film Festival, in a small 200-seat Cinema at the top of the main building at the Cannes Film Festival.<br /><br />I absolutely was into it. I love the mix of awesomely made fictional scenes. It is amazing set-design. The scenes look really like they were filmed in 1920ies or 1930ies.<br /><br />And the music is so nice.<br /><br />I rate this experience 9/10.<br /><br />* spoilers ahead *<br /><br />The Documentary tells about awesome Blues-men, with black-and-white old-looking scenes of the black man playing the guitar and singing. It is really amazing. But this also mixes in new bands and that is maybe one thing I might dislike in this Documentary. It is the too abundant use of links to modern rock-bands playing those Blues songs in a modern way. I didn't really appreciate their trashed way of playing such awesome Blues songs. This is the same kind of un-perfect musical taste I found when watching Wim Wenders Buena Vista Social Club.<br /><br />The Documentary was such a standing-ovation at this first screening in the little cinema, that the next day this Documentary was shown for everyone and normal tourists on the beach of the Croisette at the open-air cinema. Though the sand, the quality of the projection and the bad quality of the sound probably made it a difficult experience to enjoy for the thousands of people who were sitting in the sand that night.",positive
"This is one of the best films we watched in my high school Spanish class. If you are a fan of the opera, this film will strongly entertain you. Of course, the dancing is wonderful. Watching these amazing dancers moving to the music of Bizet is well worth checking out.",positive
"There's really not much need to begin this little review with a plot synopsis. I mean it's Shakespeare's Hamlet for goodness sake  probably one of the best known plays ever written. I'm not embarrassed to admit that I came to this version of Hamlet the way most people on IMDb have  through Mystery Science Theater 3000. While the show may not be the best venue to use to judge a movie, in this case I cannot imagine attempting to watch it without the comedic quips. In a word, this German, made-for-TV version of Hamlet is dreary. 152 minutes? No way! It's too dark and depressing to be anything I want to spend almost three hours on. I've said it any number of times, but entertainment is the thing for me. And this wrist-slitter is far from entertaining. I will, however, give it a couple of points for what I felt was some reasonably good acting. A 3/10 sounds about right to me.<br /><br />As much as I enjoy MST3K, their comments don't help to make Hamlet any more palatable. There are a few good riffs here and there, but overall, Hamlet is just the wrong movie for MST3K. Shakespeare is far too talky to allow the comedy to have any sort of rhythm or flow. As much as it pains me, I've got to give Hamlet a 1/5 on my MST3K rating scale.",negative
"CHE! is a bad movie and deserves it reputation as an unintentionally funny film. It takes a serious subject and presents it like the Cliff Notes version or Classic Comics because there isn't much emotion or a proper narrative--just episodic segments stitched together with mostly stupid ""true stories"" relayed by a variety of yutzes.<br /><br />This is a deservedly derided film, as it is poorly written and acted. However, what I have found most interesting about the film is its apparent gay subtext. Instead of Che Guevarra and Fidel Castro working towards a Communist Cuba, they seem to be more of a gay couple--with Che behaving coy and aloof and Fidel as the ardent suitor! Again and again, the film abounds with great lines such as when Fidel implores Che ""Cuba needs you....I NEED YOU!!"". I am not sure if the studio intended this homosexual undercurrent, but it doesn't take a brain surgeon to recognize it! I am very surprised that the other reviewers didn't point this out. However, if you remember this when you watch the film, it makes viewing much more exciting and even funnier.<br /><br />A final note. In recent years, Che has been very chic--even a fashion statement with hoards of brain-dead teens, who have no idea who he was, wearing shirts emblazoned with his face. Considering he was a cold-blooded killer and nihilist (an odd combination for a doctor), this new reverence for the man is gross. What will they do next, put Hitler or Dr. Mengele on T-shirts and posters?!!? Even Communists with consciences should be appalled by the bloodshed Guevara was responsible for and I find it ironic that people with computers are championing a man who might likely have killed them given half a chance! <br /><br />Considering how stupid and unintentionally funny this movie was, it does nothing to further the message that Guevara was no hero. I would love to see a realistic film done of his life--with the good and the bad but also with dialog and a plot that weren't apparently created by chimps!",negative
